9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.307037149149282413e+02,2.726522126530146650e+01,3.369362417181362979e+00,1.019012255234067910e+00,-1.283544892127169312e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.178909824948058258e+03,1.713712598651442676e+01,3.992276023678699381e+00,9.333980965030550525e-01,1.397443444511450750e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.183027675556722670e+03,3.893213077637992825e+01,2.198864519182988531e+00,1.289190527596197455e+00,1.398475965695760692e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.409615103136314929e+02,2.521050437435779656e+01,1.423552056462220827e+00,1.417872058223954124e+00,-1.202619994992356567e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.315010879963205525e+03,3.825042982908551892e+01,1.926657429729903503e+00,9.236394318446465856e-01,-1.803984202479975707e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.010035237072284417e+03,4.245966248505275331e+01,4.024901820366060257e+00,9.017142724112248153e-01,1.128960000440989830e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.590414598772273393e+02,1.622317939296651090e+01,3.649751873220697718e+00,9.464680842950360384e-01,1.770343929299045271e-02
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.734787201680470616e+02,1.219801907949419650e+01,1.192943467515324318e+00,1.166583173738455992e+00,-2.548136490345241256e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.153114566037147597e+03,9.897744490290641295e+00,2.296667753504683773e+00,1.039650902802623733e+00,-3.086077427419180452e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.106012537734569833e+03,1.010847958593459417e+01,5.643285984546833056e+00,1.009570614402144795e+00,8.251416487782709197e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.067396236044886109e+03,1.848039669901980631e+01,1.184510175502392126e+00,5.963149669818481602e-01,-9.139314010107977282e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.143678482896367996e+03,5.693867970796771871e+00,5.659828191308873713e+00,1.142148274689427367e+00,-2.779783809589844168e-01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.532759276281882421e+02,2.143634305245311111e+01,1.616144238936027211e+00,1.475436615345410374e+00,2.218687312700758696e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.172344298555561636e+03,4.508222742908388625e+01,2.508448682226532611e+00,7.961829796123927050e-01,-1.404086989048853695e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.173728595245365796e+02,1.354324744100474831e+01,2.917295380161220919e+00,1.277815297422720153e+00,-1.393158459158828855e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.146296717712136797e+02,3.770309259087584763e+01,3.568451327888660707e+00,1.534990798107200183e+00,5.577772478000891709e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.307037149149282413e+02,2.726522126530146650e+01,3.369362417181362979e+00,1.019012255234067910e+00,-1.283544892127169312e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.178909824948058258e+03,1.713712598651442676e+01,3.992276023678699381e+00,9.333980965030550525e-01,1.397443444511450750e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.048367115252849771e+03,3.186699910991834628e+01,1.933025700348194542e+00,1.256788587030418292e+00,9.615544422391316459e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,8.479309233494991531e+02,1.717547273393574159e+01,3.167633981093811890e+00,1.304356118340349369e+00,-7.189437606587836704e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.264040411169047957e+03,2.856502736783576069e+01,3.037255699898813610e+00,9.886446401189614708e-01,-1.350005658800371933e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,9.143582905952620195e+02,3.725524542498511238e+01,3.800365728242704133e+00,9.418913091370754165e-01,3.026261169641024651e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.590414598772273393e+02,1.622317939296651090e+01,3.649751873220697718e+00,9.464680842950360384e-01,1.770343929299045271e-02
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.734787201680470616e+02,1.219801907949419650e+01,1.192943467515324318e+00,1.166583173738455992e+00,-2.548136490345241256e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.161181532771612410e+03,9.861652774761461515e+00,1.723506492394130785e+00,1.044802627571904896e+00,-5.027802435068698728e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.106012537734569833e+03,1.010847958593459417e+01,5.643285984546833056e+00,1.009570614402144795e+00,8.251416487782709197e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.105519389404419599e+03,1.209014450061256518e+01,3.421114917644419329e+00,8.691030370421255480e-01,-4.710733690258869899e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.143678482896367996e+03,5.693867970796771871e+00,5.659828191308873713e+00,1.142148274689427367e+00,-2.779783809589844168e-01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.532759276281882421e+02,2.143634305245311111e+01,1.616144238936027211e+00,1.475436615345410374e+00,2.218687312700758696e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.172344298555561636e+03,4.508222742908388625e+01,2.508448682226532611e+00,7.961829796123927050e-01,-1.404086989048853695e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.452254441885934284e+02,1.303040995008666769e+01,3.096478161547658647e+00,1.268951522164696533e+00,-1.303952921604952486e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.146296717712136797e+02,3.770309259087584763e+01,3.568451327888660707e+00,1.534990798107200183e+00,5.577772478000891709e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,8.363032439301857721e+02,2.645416356117841872e+01,3.290349805953980855e+00,1.043070295123763369e+00,-1.023991609723422513e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.175092226044843528e+03,1.687459380718613033e+01,3.962565558060071602e+00,9.300536178027722922e-01,1.300247567621511635e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.048367115252849771e+03,3.186699910991834628e+01,1.933025700348194542e+00,1.256788587030418292e+00,9.615544422391316459e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,8.911595655231270712e+02,1.599175215482232204e+01,3.582305420819145603e+00,1.254979578682224872e+00,-4.603096235114481516e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.110094976651049819e+03,2.435130480584845003e+01,3.085490940232910262e+00,1.105446448584785468e+00,-3.510383912252414973e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,9.762894522730605331e+02,2.873164900604064798e+01,4.302539868593767025e+00,9.959735353304127736e-01,2.133904540349124801e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.590414598772273393e+02,1.622317939296651090e+01,3.649751873220697718e+00,9.464680842950360384e-01,1.770343929299045271e-02
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.734787201680470616e+02,1.219801907949419650e+01,1.192943467515324318e+00,1.166583173738455992e+00,-2.548136490345241256e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,9.638105812623755355e+02,1.080716883233247749e+01,1.508790221850352165e+00,1.094086621125053949e+00,-4.024293711544183694e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.106012537734569833e+03,1.010847958593459417e+01,5.643285984546833056e+00,1.009570614402144795e+00,8.251416487782709197e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.105576336225967225e+03,1.186130966256457953e+01,3.677722456307013221e+00,8.853236781192758142e-01,-3.213915779836394648e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.143678482896367996e+03,5.693867970796771871e+00,5.659828191308873713e+00,1.142148274689427367e+00,-2.779783809589844168e-01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.230706665914980249e+02,1.976535182259948442e+01,2.267982689407332497e+00,1.305884720567417112e+00,1.513199246385987351e+00
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,1.172344298555561636e+03,4.508222742908388625e+01,2.508448682226532611e+00,7.961829796123927050e-01,-1.404086989048853695e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,7.452254441885934284e+02,1.303040995008666769e+01,3.096478161547658647e+00,1.268951522164696533e+00,-1.303952921604952486e+01
9.000000000000000000e+00,2.000000000000000042e-02,1.199999999999999956e+00,6.146296717712136797e+02,3.770309259087584763e+01,3.568451327888660707e+00,1.534990798107200183e+00,5.577772478000891709e+00
